,street,dir_word,township,postal_code,count_date,year,section,count_direction,one_way,avg_perweekday,latitude,longitude
2766,CHE DE MOULIS,MOULIS (CHE DE MOULIS),Toulouse,31555,2018-11-22,2018-01-01,ENTRE CHE CROIX BENITE ET RTE DE FRONTON,VERS CHE CROIX BENITE,False,2072.0,43.66527240342014,1.4370576509466333
2767,RUE JEAN GILLES,GILLES (RUE JEAN GILLES),Toulouse,31555,2018-11-08,2018-01-01,ENTRE AV DE TABAR ET CHE VARESSE,VERS CHE VARESSE,False,343.0,43.57250849912493,1.401539516132564
2768,RUE DU FOYER TOULOUSAIN,TOULOUSAIN (RUE DU FOYER TOULOUSAIN),Toulouse,31555,2018-10-15,2018-01-01,ENTRE AV CASSELARDIT ET RUE GRENADE,VERS AV DE CASSELARDIT,False,284.0,43.606020036901356,1.4100359224999468
2769,RUE DU FOYER TOULOUSAIN,TOULOUSAIN (RUE DU FOYER TOULOUSAIN),Toulouse,31555,2018-10-15,2018-01-01,ENTRE AV CASSELARDIT ET RUE GRENADE,VERS RUE DE GRENADE,False,162.0,43.606020036901356,1.4100359224999468
2770,CHE DE MIREILLE,MIREILLE (CHE DE MIREILLE),Montrabe,31389,2018-12-04,2018-01-01,ENTRE ALL HUGO ET RUE PASTEUR,VERS RTE DE TOULOUSE,False,1035.0,43.637307057769824,1.52021468781595
2771,RUE MARIE CURIE,CURIE (RUE MARIE CURIE),Montrabú,31389,2018-12-10,2018-01-01,ENTRE RUE PASTEUR ET RUE LUSSAC,VERS RUE LUSSAC,False,62.0,43.65169265638526,1.508577065696931
2772,RUE JOHAN STRAUSS,STRAUSS (RUE JOHAN STRAUSS),Toulouse,31555,2019-02-11,2019-01-01,ENTRE CHE DE LA BUTTE ET AV SAINT EXUPERY,VERS AV SAINT EXUPERY,False,118.0,43.58202170038544,1.4712573283344563
2773,RUE DE LA VOIE ROMAINE,ROMAINE (RUE DE LA VOIE ROMAINE),Gagnac-Sur-Garonne,31205,2014-01-28,2014-01-01,ENTRE RD 63 ET TURRET,VERS COUDOURNAC,False,1553.0,43.70273872357708,1.3782269594637158
2774,RTE DE SEYSSES,SEYSSES (RTE DE SEYSSES),Toulouse,31555,2014-01-20,2014-01-01,ENTRE VENDEE ET BORDELONGUE,VERS TOURAINE,False,6153.0,43.54417016675966,1.383765231112255
2775,RUE ANDRE DASTE,DASTE (RUE ANDRE DASTE),Toulouse,31555,2014-01-29,2014-01-01,ENTRE TOULON ET PL DASTE,VERS PL DASTE,False,248.0,43.58144256552811,1.4397584380895496
2776,RUE DU PONT GUILHEMERY,GUILHEMERY (RUE DU PONT GUILHEMERY),Toulouse,31555,2014-05-14,2014-01-01,ENTRE RUE DE LA CHARITE ET PL DUPUY,SENS UNIQUE VERS PL DUPUY,True,14746.0,43.60095997677472,1.4566299649853183
2777,RUE RAYMOND IV,RAYMOND IV (RUE RAYMOND IV),Toulouse,31555,2014-05-14,2014-01-01,ENTRE TARAYRE ET SAINTE MARTHE,SENS UNIQUE VERS BONREPOS,True,4765.0,43.61097296987223,1.4492159463941376
2778,BD LAZARE CARNOT,CARNOT (BD LAZARE CARNOT),Toulouse,31555,2014-05-14,2014-01-01,ENTRE AUBUISSON ET CARAMAN (VOIE DE BUS),VERS FRANCOIS VERDIER,False,1990.0,43.604286582443585,1.4501716166055338
2779,RUE EDOUARD LARTET,LARTET (RUE EDOUARD LARTET),Toulouse,31555,2014-03-20,2014-01-01,ENTRE MAL CLABEL ET CHE DE LA TERRASSE,VERS JEAN RIEUX,False,2151.0,43.58625074026004,1.477717883805471
2780,CHE DE LAUZERVILLE,LAUZERVILLE (CHE DE LAUZERVILLE),Aigrefeuille,31003,2014-03-03,2014-01-01,ENTRE CHE DE QUINT ET CHE DE L'AUTAN,SENS 1,False,445.0,43.56489626545298,1.5888526586906193
2781,RUE DE LA COLOMBETTE,COLOMBETTE (RUE DE LA COLOMBETTE)_TOULOUSE,Toulouse,31555,2014-05-14,2014-01-01,ENTRE MERCADIER ET AMELIE,VERS AMELIE,True,2535.0,43.60451741153974,1.4534013247613067
2782,CHE DE LASBADORQUES,LASBADORQUES (CHE DE LASBADORQUES),Cornebarrieu,31150,2014-06-10,2014-01-01,ENTRE CHE DE CORDELLE,VERS CHE DE MANDILLET,False,378.0,43.65452061863679,1.3049689904623614
2783,RTE DE BESSIERES,BESSIERES (RTE DE BESSIERES),Union,31561,2014-06-02,2014-01-01,ENTRE NOISETIERS ET CORNAUDRIC,VERS CORNAUDRIC,False,6472.0,43.65825806416141,1.470580700724683
2784,AV D ITALIE,ITALIE (AV D ITALIE),Toulouse,31555,2014-06-05,2014-01-01,ENTRE MIDI ET BRIAND,VERS RUE DU MIDI,False,1344.0,43.580600269711,1.454782171349057
2785,AV DE GAMEVILLE,GAMEVILLE (AV DE GAMEVILLE),Toulouse,31555,2014-02-20,2014-01-01,ENTRE AV MARCAISSONNE ET IMP DE GAMEVILLE,VERS MARCAISSONNE,False,4824.0,43.571255863572745,1.5080850915878286
2786,AV DE MURET,MURET (AV DE MURET)_TOULOUSE,Toulouse,31555,2014-02-17,2014-01-01,ENTRE BOUTINON ET ALES,VERS CROIX DE PIERRE,False,6055.0,43.590074961425664,1.4324858681422137
2787,AV DES CHALETS,CHALETS (AV DES CHALETS),Launaguet,31282,2014-02-15,2014-01-01,ENTRE CARLES ET NOBLES,VERS AV DES NOBLES,False,3538.0,43.679431848919585,1.4537503854931013
2788,RUE PIERRE PAUL RIQUET,RIQUET (RUE PIERRE PAUL RIQUET),Toulouse,31555,2014-06-23,2014-01-01,ENTRE JAURE ET TOUBADOURS,SENS UNIQUE VERS TROUBADOURS,True,1280.0,43.60545104748165,1.4540838490467727
2789,RUE ROBESPIERRE,ROBESPIERRE (RUE ROBESPIERRE),Toulouse,31555,2014-10-07,2014-01-01,ENTRE SAINT DENIS ET MONTAUT,SENS VERS MONTAUT,True,208.0,43.58658367156365,1.4494816248034192
2790,RUE DU VALLON,VALLON (RUE DU VALLON),St-Orens-De-Gameville,31506,2014-11-13,2014-01-01,ENTRE MARQUIELLE ET TOULOUSE,VERS MARQUIELLE,False,328.0,43.56030144838632,1.5260380574661159
2791,AV D ITALIE,ITALIE (AV D ITALIE),Toulouse,31555,2016-01-11,2016-01-01,ENTRE RUE ERASME ET AV RANGUEIL,VERS RUE DU MIDI,False,1324.0,43.580600269711,1.454782171349057
2792,CHE DE GRAMONT,GRAMONT (CHE DE GRAMONT),Colomiers,31149,2016-01-13,2016-01-01,ENTRE ALL MONT CASSEL ET AV MONET,VERS AV JEAN MONET,True,917.0,43.621647047991885,1.3412251788767062
2793,CHE DE GRAMONT,GRAMONT (CHE DE GRAMONT),Colomiers,31149,2016-01-13,2016-01-01,ENTRE ALL MONT CASSEL ET AV MONET,VERS BD GRYNFOGEL,True,256.0,43.621647047991885,1.3412251788767062
2794,RUE DE LA TOURAINE,TOURAINE (RUE DE LA TOURAINE)_TOULOUSE,Toulouse,31555,2016-02-15,2016-01-01,ENTRE PAPUS ET CANTAL,VERS RUE DE L'AUVERGNE,False,4917.0,43.57368517741737,1.4137867990852964
2795,CHE DE GINESTOUS,GINESTOUS (CHE DE GINESTOUS),Toulouse,31555,2016-03-07,2016-01-01,ENTRE CHE DE CHANTELLE ETIMP DE GINESTOUS,VERS CHE DE CHANTELLE,False,558.0,43.64108496811627,1.4128262466510844
2796,RUE DU PONT GUILHEMERY,GUILHEMERY (RUE DU PONT GUILHEMERY),Toulouse,31555,2016-03-14,2016-01-01,ENTRE RUE DE LA CHARITE ET PL DUPUY,VERS PL DUPUY,True,14593.0,43.60095997677472,1.4566299649853183
2797,RUE DE SEBASTOPOL,SEBASTOPOL (RUE DE SEBASTOPOL),Toulouse,31555,2016-03-14,2016-01-01,ENTRE MARQUETTE ET ALARIC,VERS BD DE LA MARQUETTE,False,1465.0,43.6116270832316,1.429086972782501
2798,CHE DE MIREILLE,MIREILLE (CHE DE MIREILLE),Montrabe,31389,2016-03-15,2016-01-01,ENTRE ALL HUGO ET RUE PASTEUR,VERS RTE DE LAVAUR,False,1169.0,43.637307057769824,1.52021468781595
2799,CHE DE FENOUILLET,FENOUILLET (CHE DE FENOUILLET),Toulouse,31555,2016-03-24,2016-01-01,ENTRE CHE DE LA GLACIERE ET RUE GIBERT,VERS RUE GIBERT,False,3148.0,43.6452321170677,1.4147616449439406
2800,RUE DES BLEUETS,BLEUETS (RUE DES BLEUETS),L'union,31561,2016-03-28,2016-01-01,ENTRE BD DES FONTANELLES ET RUE DES COQUELI,VERS BD FONTANELLES,False,174.0,43.65550476683405,1.4724939577388945
2801,RUE DE LUPPE,LUPPE (RUE DE LUPPE),Toulouse,31555,2016-03-29,2016-01-01,ENTRE RUE DUPOT ET RUE DARDENNE,VERS RUE DARDENNE,True,682.0,43.60423789153542,1.4587893971341002
2802,RUE DE LA CONCORDE,CONCORDE (RUE DE LA CONCORDE),Toulouse,31555,2016-04-08,2016-01-01,ENTRE RUE PAUILHAC ET PL DE LA CONCORDE,VERS BD MATABIAU,True,3726.0,43.61268290880948,1.445782628906074
2803,AV DE FRONTON,FRONTON (AV DE FRONTON),Toulouse,31555,2016-05-28,2016-01-01,ENTRE CHE DU SEMINAIRE ET RUE DUCLOS,VERS AV ZAY,False,5994.0,43.63671831323792,1.4333090789595917
2804,CHE LASSERRE,LASSERRE (CHE LASSERRE),Flourens,31184,2016-05-31,2016-01-01,ENTRE IMP EN BATUT ET RTE DE CASTRES,VERS IMP EN BATUT,False,1102.0,43.59483097171222,1.5702290833279
2805,CHE DE MONTRABE,MONTRABE (CHE DE MONTRABE),Saint-Jean,31488,2016-05-31,2016-01-01,ENTRE CHE DE BESSAYRE ET CHE DE PIGASSOU,VERS CHE DE SAINT JEAN,False,2869.0,43.654308304568815,1.5227175187727553
2806,AV DE CORNAUDRIC,CORNAUDRIC (AV DE CORNAUDRIC),L'union,31561,2016-06-16,2016-01-01,ENTRE CHE MERLE ET RUE TULIPES,VERS CHE DU MERLE,False,2828.0,43.66131008837975,1.4768999776422709
2807,RUE DE LA PROVIDENCE,PROVIDENCE (RUE DE LA PROVIDENCE),Toulouse,31555,2016-07-19,2016-01-01,ENTRE RU DE LA GLOIRE ET RUE SOLFERINO,VERS RUE DE SOLFERINO,True,966.0,43.60357938315592,1.463403611136869
2808,ALL DE BRIENNE,BRIENNE (ALL DE BRIENNE),Toulouse,31555,2016-09-12,2016-01-01,ENTRE AV DEBAT PONSAN ET RUE RIGALE,VERS AV SEJOURNE,True,22860.0,43.60771011356462,1.4261954558011007
2809,RD 82,(VA VA000021),Colomiers,31149,2016-09-12,2016-01-01,ENTRE RPT TERRE ET RPT JUPITER,VERS RPT JUPITER,False,16498.0,43.59637208320175,1.3588457267761747
2810,RTE D AUCH,AUCH (RTE D AUCH),Colomiers,31149,2016-09-12,2016-01-01,ENTRE N 124 ET RPT TERRE,VERS RPT TERRE,True,10880.0,43.60524008200115,1.2893436326241627
2811,CHE DE MONTRABE,MONTRABE (CHE DE MONTRABE),Saint-Jean,31488,2016-09-12,2016-01-01,ENTRE RTE D'ALBI ET PL MITTERRAND,VERS RTE D'ALBI,False,3729.0,43.654308304568815,1.5227175187727553
2812,RUE DE LA TOURASSE,TOURASSE (RUE DE LA TOURASSE),Toulouse,31555,2016-09-15,2016-01-01,ENTRE CHE DESNOS ET CHE MAURIAC,VERS CHE DAURIAC,False,81.0,43.563610419909864,1.392408495465432
2813,BD DE LA MEDITERRANEE,MEDITERRANEE (BD DE LA MEDITERRANEE),Toulouse,31555,2015-05-10,2015-01-01,ENTRE RUE DE LA MARINE ET CHE DE FAGES,VERS PONT DES DEMOISELLES,False,7278.0,43.58204652101002,1.4631018611171787
2814,RUE VELASQUEZ,VELASQUEZ (RUE VELASQUEZ),Toulouse,31555,2015-05-27,2015-01-01,ENTRE CHE LAPORTE ET RTE DE BAYONNE,VERS RTE DE BAYONNE,False,1134.0,43.61333287091324,1.3866391935129436
2815,RUE JOHAN STRAUSS,STRAUSS (RUE JOHAN STRAUSS),Toulouse,31555,2015-02-28,2015-01-01,ENTRE BUTTE ET SAINT EXUPERY,VERS SAINT EXUPERY,False,141.0,43.58202170038544,1.4712573283344563
2816,ALL MAURICE RAVEL,RAVEL (ALL MAURICE RAVEL),Colomiers,31149,2015-03-30,2015-01-01,ENTRE MARTIN ET  PAS RAVEL,VERS MARTIN,False,340.0,43.59870104648485,1.3484561668260617
2817,ALL DU CROISIC,CROISIC (ALL DU CROISIC),Colomiers,31149,2015-03-30,2015-01-01,EN FACE N░4,VERS OUESSANT SUD,False,41.0,43.61429663188481,1.3233851149231575
2818,RUE DES TOURNESOLS,TOURNESOLS (RUE DES TOURNESOLS),Quint-Fonsegrives,31445,2015-06-25,2015-01-01,ENTRE RUE DE LA ZA ET CHE DU GRAND SOLEIL,VERS CHE DE RIBAUTE,False,977.0,43.582739514386375,1.5180826050562926
2819,RUE DE L ARAMON,ARAMON (RUE DE L ARAMON),Brax,31088,2015-06-23,2015-01-01,ENTRE RUE DE LA MORTERILLE ET RUE DU LISTAN,VERS RUE DE LA MORTERILLE,False,159.0,43.61236654155455,1.2478004312167472
2820,RUE DE L ARAMON,ARAMON (RUE DE L ARAMON),Brax,31088,2015-06-23,2015-01-01,ENTRE RUE DE LA MORTERILLE ET RUE DU LISTAN,VERS RUE DU LISTAN,False,172.0,43.61236654155455,1.2478004312167472
2821,RUE MARCEL PAGNOL,PAGNOL (RUE MARCEL PAGNOL),Tournefeuille,31557,2015-06-12,2015-01-01,ENTRE RUE GIONO ET RUE COCTEAU,VERS RUE GIONO,False,289.0,43.5896415629617,1.3200932303406656
2822,RTE DE CASTRES,CASTRES (RTE DE CASTRES),Balma,31044,2015-06-25,2015-01-01,ENTRE CHE DE NOLLET ET AV DE FLOURENS,VERS AV DE FLOURENS,False,11369.0,43.59410701757848,1.4950871501985574
2823,AV DE LARDENNE,LARDENNE (AV DE LARDENNE)__TOULOUSE,Toulouse,31555,2015-06-10,2015-01-01,ENTRE CALQUE ET ST AMAND,VERS TOULOUSE,False,9791.0,43.5900151683827,1.3665984600411225
2824,RUE DE GASCOGNE,GASCOGNE (RUE DE GASCOGNE),Toulouse,31555,2015-10-15,2015-01-01,ENTRE RUE DE CUGNAUX ET AV BILLIERES,VERS AV BILLIERES,True,7.0,43.59587523970248,1.4276304036151344
2825,RUE DE CASSIS,CASSIS (RUE DE CASSIS),L'union,31561,2015-09-09,2015-01-01,ENTRE RUE DU LAVANDOU ET RUE DE HYERES,VERS AV DE BAYONNE,False,611.0,43.648760786997414,1.5003428678249071
2826,RTE D ALBI,ALBI (RTE D ALBI),Saint-Jean,31488,2015-09-21,2015-01-01,ENTRE AV DE L'EGLISE ET RUE BEAUDELAIRE,VERS L'UNION,False,6916.0,43.663789159154604,1.5007085446143225
2827,RUE DES ROSSIGNOLS,ROSSIGNOLS (RUE DES ROSSIGNOLS),Villeneuve-Tolosane,31588,2015-01-23,2015-01-01,ENTRE MESANGES ETBERGERONNETTES,VERS BERGERONNETTES,False,310.0,43.522738552188436,1.3376490578069116
2828,RUE DES MIMOSAS,MIMOSAS (RUE DES MIMOSAS),Pibrac,31417,2015-01-23,2015-01-01,ENTRE BLEUETS ET PAQUERETTES,VERS SAINT ROCH,False,1077.0,43.612782958274444,1.287124060936779
2829,RUE MARIUS TERCE,TERCE (RUE MARIUS TERCE),Toulouse,31555,2015-02-23,2015-01-01,ENTRE SORTIE AIBUS ET CAULET,VERS CAULET,False,3214.0,43.6078505315533,1.358644230734123
2830,CHE DE DUROUX,DUROUX (CHE DE DUROUX),Toulouse,31555,2015-02-26,2015-01-01,ENTRE NAVES ET JULIA,VERS RAYMOND NAVES,False,3591.0,43.59393279901237,1.4784863942321862
2831,RUE DES MIMOSAS,MIMOSAS (RUE DES MIMOSAS),Pibrac,31417,2015-01-23,2015-01-01,ENTRE BLEUETS ET PAQUERETTES,VERS PAQUERETTES,False,1089.0,43.612782958274444,1.287124060936779
2832,AV DU MARECHAL LECLERC,LECLERC (AV DU MARECHAL LECLERC),Cugnaux,31157,2015-11-04,2015-01-01,ENTRE RUE DU PR╔ VICINAL ET RUE SAVARY,VERS VILLENEUVE TOLOSANE,False,4694.0,43.57447689841138,1.329355954785802
2833,RUE DU STADE,STADE (RUE DU STADE),Cugnaux,31157,2015-11-04,2015-01-01,ENTRE RUE LEO LAGRANGE ET TENIS,VERS AV BARES,False,2193.0,43.54155741599441,1.3560200866126313
2834,RUE DE NEGRENEYS,NEGRENEYS (RUE DE NEGRENEYS),Toulouse,31555,2015-11-24,2015-01-01,ENTRE RU CONDEAU ET RUE JAMMES,VERS BD DES MINIMES,True,3266.0,43.621983869648496,1.4419654790218388
2835,RUE DU DOCTEUR GUIMBAUD,GUIMBAUD (RUE DU DOCTEUR GUIMBAUD),Blagnac,31069,2014-03-20,2014-01-01,ENTRE RUE DEBAX ET RUE CROIX BLANCHE,VERS RUE CROIX BLANCHE,False,4913.0,43.6325788290698,1.3973940583714073
2836,RD 82,(VA VA000021),Colomiers,31149,2014-03-24,2014-01-01,ENTRE RPT TERRE ET RPT JUPITER,VERS CHE DE LA SALVETAT,False,15072.0,43.59637208320175,1.3588457267761747
2837,CHE DE QUINT,QUINT (CHE DE QUINT),Aigrefeuille,31003,2014-03-03,2014-01-01,ENTRE CHE DE BELLEVUE ET CHE DARBANERE,SENS1,False,657.0,43.56940558895102,1.5802141273812615
2838,RUE JEAN MERMOZ,MERMOZ (RUE JEAN MERMOZ),Toulouse,31555,2014-02-04,2014-01-01,ENTRE FAOURETTE ET DESBALS,VERS FAOURETTE,False,3790.0,43.58299214915721,1.4156920715771737
2839,ALL FORAIN FRANCOIS VERDIER,VERDIER (ALL FORAIN FRANCOIS VERDIER),Toulouse,31555,2014-05-14,2014-01-01,ENTRE BASSERIES ET ABEILLES,SENS UNIQUE VERS FRERES LIONS,True,5874.0,43.59797504432406,1.4519100829269291
2840,RUE EMILE BROUARDEL,BROUARDEL (RUE EMILE BROUARDEL)_TOULOUSE,Toulouse,31555,2014-05-14,2014-01-01,ENTRE LASCROSSES ET FRANKLIN,VERS LASCROSSES,False,720.0,43.60975087257431,1.4256916876370418
2841,BD DEODAT DE SEVERAC,SEVERAC (BD DEODAT DE SEVERAC),Toulouse,31555,2014-05-12,2014-01-01,ENTRE VESTREPAIN ET MURET,SENS VERS VESTREPAIN,False,5639.0,43.58735437113909,1.4250768605882331
2842,RUE GABRIEL PERI,PERI (RUE GABRIEL PERI)_TOULOUSE,Toulouse,31555,2014-05-14,2014-01-01,ENTRE AMELIE ET MERCADIER,VERS RUE RIQUET,False,3036.0,43.60590284484825,1.4524724042562256
2843,RUE CHRISTOPHE COLOMB,COLOMB (RUE CHRISTOPHE COLOMB),Toulouse,31555,2014-05-14,2014-01-01,ENTRE MATABIAU ET VOLTA,VERS VOLTA,False,121.0,43.61391968358521,1.4485476946833824
2844,RUE DE LA FAOURETTE,FAOURETTE (RUE DE LA FAOURETTE),Toulouse,31555,2014-06-09,2014-01-01,ENTRE SEYSSES ET DAUBENTON,VERS DAUBENTON,False,2477.0,43.57943536186003,1.4180387375253967
2845,BD D ARCOLE,ARCOLE (BD D ARCOLE),Toulouse,31555,2014-05-14,2014-01-01,ENTRE CONCORDE ET SERRES,SENS VERS SERRES,False,13744.0,43.61150482580563,1.4397687442391922
2846,RUE ANDRE DASTE,DASTE (RUE ANDRE DASTE),Toulouse,31555,2014-01-29,2014-01-01,ENTRE TOULON ET PL DASTE,VERS TOULON,False,570.0,43.58144256552811,1.4397584380895496
2847,CHE DE GABARDIE,GABARDIE (CHE DE GABARDIE),Toulouse,31555,2014-01-25,2014-01-01,ENTRE AGDE ET JANSOU,VERS AGDE,False,6850.0,43.64417901678566,1.4840454035748856
2848,RUE EDOUARD BAUDRIMONT,BAUDRIMONT (RUE EDOUARD BAUDRIMONT),Toulouse,31555,2014-04-15,2014-01-01,ENTRE BE DE LA MARNE ET RUE COPPEE,VERS RE DU MIDI,False,210.0,43.58415841129036,1.4597694893540198
2849,RUE NOUADHIBOU,NOUADHIBOU (RUE NOUADHIBOU),Toulouse,31555,2014-04-24,2014-01-01,ENTRE RTE DE LABEGE ET RTE DE REVEL,VERS RTE DE LABEGE,False,1559.0,43.565943185802745,1.5039770270240962
2850,ESP FRANCOIS MITTERRAND,MITTERRAND (ESP FRANCOIS MITTERRAND),Colomiers,31149,2014-06-10,2014-01-01,ENTRE L'ISERAN ET LATERALE SUD,SENS UNIQUE VERS RN 124,True,9339.0,43.607185368493184,1.3356574294756394
2851,RUE CHARLES LINDBERGH,LINDBERGH (RUE CHARLES LINDBERGH),Blagnac,31069,2014-06-10,2014-01-01,ENTRE DUFOUR ET POTEZ,VERS POTEZ,False,313.0,43.6285460498409,1.3789823146588898
2852,RTE DE CORNEBARRIEU,CORNEBARRIEU (RTE DE CORNEBARRIEU),Aussonne,31032,2014-09-19,2014-01-01,ENTRE CHE D'ALIES ET CORNEBARRIEU,VERS CORNEBARRIEU,False,5330.0,43.67020703918653,1.3229275165035823
2853,ALL DE BRIENNE,BRIENNE (ALL DE BRIENNE),Toulouse,31555,2014-09-12,2014-01-01,ENTRE ABREVOIR ST PIERRE ET QUAI ST PIERRE,VERS SEJOURNE,False,545.0,43.60771011356462,1.4261954558011007
2854,CHE DU SANG DE SERP,SERP (CHE DU SANG DE SERP),Toulouse,31555,2014-12-02,2014-01-01,ENTRE CHABRIER ET TRICOU,VERS CHABRIER,False,2398.0,43.618253298701546,1.427035933102767
2855,RUE AMELIE,AMELIE (RUE AMELIE),Toulouse,31555,2014-11-03,2014-01-01,ENTRE PERI ET COLOMBETTE,SENS UNIQUE VERS COLOMBETTE,True,314.0,43.60555666800224,1.455382018085568
2856,AV DE LARDENNE,LARDENNE (AV DE LARDENNE)__TOULOUSE,Toulouse,31555,2014-10-13,2014-01-01,ENTRE CALQUE ET ST AMAND,VERS CALQUET,False,5478.0,43.5900151683827,1.3665984600411225
2857,RUE DES PUITS CREUSES,CREUSES (RUE DES PUITS CREUSES),Toulouse,31555,2015-01-15,2015-01-01,ENTRE SAINT JULIEN ET MARTY,SENS UNIQUE VERS MARTY,True,2295.0,43.60730444218054,1.4377432574932405
2858,RUE LOUIS PLANA,PLANA (RUE LOUIS PLANA)_TOULOUSE,Toulouse,31555,2014-12-05,2014-01-01,ENTRE DINETARD ET JUNCASSE,VERS HERS,False,5537.0,43.61009370704622,1.4793010756879603
2859,RUE DOMINIQUE CLOS,CLOS (RUE DOMINIQUE CLOS)__TOULOUSE,Toulouse,31555,2015-02-23,2015-01-01,ENTRE FOURNIER ET ESPEISSIERE,VERS TERCE,False,866.0,43.6055904871702,1.3674961020023173
2860,RUE PIERRE BROSSOLETTE,BROSSOLETTE (RUE PIERRE BROSSOLETTE),Toulouse,31555,2015-03-02,2015-01-01,ENTRE PRADAL ET VITET,VERS VITET,False,304.0,43.5911624035153,1.4631239255001085
2861,CHE DE DUROUX,DUROUX (CHE DE DUROUX),Toulouse,31555,2015-02-26,2015-01-01,ENTRE NAVES ET JULIA,VERS JULIA,False,3390.0,43.59393279901237,1.4784863942321862
2862,CHE DE PEYRELONG,PEYRELONG (CHE DE PEYRELONG),Aussonne,31032,2015-05-27,2015-01-01,ENTRE CHE DE LAGASSINE ET RUE CLAUDE NOUGAR,VERS RD65 ROUTE DE MERVILLE,False,902.0,43.689876029752085,1.325692331675809
2863,RUE JEAN SEGUELA,SEGUELA (RUE JEAN SEGUELA),Toulouse,31555,2015-04-08,2015-01-01,ENTRE RUE DE CAULET ET CHE DES RAMASSIERS,VERS RUE DE CAULET,False,3133.0,43.60632005147354,1.3519051226648626
2864,CHE DE CROIX BENITE,BENITE (CHE DE CROIX BENITE),Toulouse,31555,2015-04-08,2015-01-01,ENTRESERMET ET GAUSSEN,VERS TOULOUSE,False,4292.0,43.659793570672164,1.4347614561618074
2865,ALL JEAN GRIFFON,GRIFFON (ALL JEAN GRIFFON),Toulouse,31555,2015-01-20,2015-01-01,ENTRE COSMONAUTES ET MONSO,VERS COSMONAUTES,False,4243.0,43.55903363384427,1.4995857014482068
2866,RUE DE LA FONDERIE,FONDERIE (RUE DE LA FONDERIE),Toulouse,31555,2015-09-07,2015-01-01,ENTRE RUE DES POUTIROUX ET RUE DES MOULINS,VERS PLACE DU SALIN,True,4216.0,43.59503588702477,1.4433229059790627
2867,AV LOUIS ARISTE PASSERIEU,PASSERIEU (AV LOUIS ARISTE PASSERIEU),Toulouse,31555,2015-11-04,2015-01-01,ENTRE RUE GENIAUX ET  AV DE LA DEPECHE,VERS PLACE DES PRADETTES,False,6125.0,43.58042774976389,1.390832760301808
2868,CHE DE LA PELUDE,PELUDE (CHE DE LA PELUDE),Toulouse,31555,2015-10-08,2015-01-01,ENTRE RUE GIRAUDOUX ET IMP PELUDE,VERS RTE DE NARBONNE,False,2100.0,43.56868135876917,1.4603513446693492
2869,AV DE FRONTON,FRONTON (AV DE FRONTON),Toulouse,31555,2018-02-05,2018-01-01,ENTRE CHE DU BARON ET RUE DUCLOS,VERS RUE DUCLOS,False,6589.0,43.63671831323792,1.4333090789595917
2870,AV DU PARC,PARC (AV DU PARC),Toulouse,31555,2018-03-05,2018-01-01,ENTRE RUE HOUDON ET PL ROSERAIE,VERS PL DE LA ROSERAIE,False,188.0,43.62107733181653,1.471502230586146
2871,AV D ANDROMEDE,ANDROMEDE (AV D ANDROMEDE),Blagnac,31069,2018-03-14,2018-01-01,ENTRE RUE PETIT ET RUE FISHL,VERS BD ZIEGLER,False,3317.0,43.655401631641375,1.367484383734648
2872,RUE DE LA TRILHE,TRILHE (RUE DE LA TRILHE),Toulouse,31555,2018-03-19,2018-01-01,ENTRE RUE VELANE ET RUE ESPINASSE,VERS RUE ESPINASSE,True,274.0,43.59586369379324,1.448908233486955
2873,RUE DU CANON D ARCOLE,ARCOLE (RUE DU CANON D ARCOLE),Toulouse,31555,2018-03-19,2018-01-01,ENTRE BD MARQUETTE ET RUE PAIX,VERS RUE DE LA PAIX,False,1311.0,43.613085539032994,1.4356436664177166
2874,RUE ALEX COUTET,COUTET (RUE ALEX COUTET),Toulouse,31555,2018-03-26,2018-01-01,ENTRE AV BAZERQUE ET RUE LERYS,VERS AV BAZERQUE,False,923.0,43.57555633506169,1.391576897425317
2875,AV JEAN BELLIERES,BELLIERES (AV JEAN BELLIERES),Saint-Orens-De-Gameville,31506,2018-03-27,2018-01-01,ENTRE PL BELLIERES ET RUE LEYGUE,VERS RUE DE LALANDE,False,1584.0,43.55331528228428,1.527758230311621
2876,RUE SALGAREDA,SALGAREDA (RUE SALGAREDA),Saint-Alban,31467,2018-04-02,2018-01-01,ENTRE AV FRONTON ET SENS UNIQUE,VERS AV DE FRONTON,False,431.0,43.688441495201545,1.4152139214577388
2877,RUE FOURCADE,FOURCADE (RUE FOURCADE),Toulouse,31555,2018-04-05,2018-01-01,ENTRE RUE STE CECILE ET RUE SACAZE,VERS RUE SACAZE,True,732.0,43.57632377386566,1.4185600243391894
2878,CHE DU PRAT LONG,LONG (CHE DU PRAT LONG),Toulouse,31555,2018-04-09,2018-01-01,ENTRE RUE PRADIER ET RUE MONET,VERS BD SILVIO TRENTIN,False,4175.0,43.625302134934635,1.4229820754922105
2879,BD PERSEE,PERSEE (BD PERSEE),Blagnac,31069,2018-05-02,2018-01-01,ENTRE RP MITTTERRAND ET CHE GRENADE,VERSRTE DE GRENADE,False,1096.0,43.656557292425745,1.3800005209044184
2880,CHE DE BORDEBLANQUE,BORDEBLANQUE (CHE DE BORDEBLANQUE),Colomiers,31149,2018-05-06,2018-01-01,ENTRE CHE NASQUE ET BD PAUL,VERS CHE DE LA NASQUE,False,1774.0,43.59848755158468,1.3104956711793105
